12,4,,,,,,,,,,,,,,,,E-maj7,Cmin7,Fmin7,G7,1.4591479170272446,##,_G7Fmin7Cmin7E-maj7
14,5,,,,,,,,,,,,,,,E-no3,Fno3,Cmin,E-no3,Fno3,1.4345491399952024,##,_Fno3E-no3CminFno3E-no3
10,8,,,,,,,,,,,,E-no3,Fno3,Cmin,E-no3,Fno3,Cmin,E-no3,Fno3,1.3567796494470397,##,_Fno3E-no3CminFno3E-no3CminFno3E-no3
33,6,,,,,,,,,,,,,,E-no3,Fno3,Cno3,E-no3,Fno3,Cno3,0.9116073751641003,#,_Cno3Fno3E-no3Cno3Fno3E-no3
27,9,,,,,,,,,,,E-no3,Fno3,Cno3,E-no3,Fno3,Cno3,E-no3,Fno3,Cno3,1.042344321483692,##,_Cno3Fno3E-no3Cno3Fno3E-no3Cno3Fno3E-no3
21,12,,,,,,,,E-no3,Fno3,Cno3,E-no3,Fno3,Cno3,E-no3,Fno3,Cno3,E-no3,Fno3,Cno3,0.9637459942073318,##,_Cno3Fno3E-no3Cno3Fno3E-no3Cno3Fno3E-no3Cno3Fno3E-no3
13,18,,E-no3,Fno3,Cno3,E-no3,Fno3,Cno3,E-no3,Fno3,Cno3,E-no3,Fno3,Cno3,E-no3,Fno3,Cno3,E-no3,Fno3,Cno3,0.9912642605354289,####,_Cno3Fno3E-no3Cno3Fno3E-no3Cno3Fno3E-no3Cno3Fno3E-no3Cno3Fno3E-no3Cno3Fno3E-no3
10,5,,,,,,,,,,,,,,,E-no3,Fno3,Cno3,Fno3,Cno3,0.9709505944546686,#,_Cno3Fno3Cno3Fno3E-no3
12,4,,,,,,,,,,,,,,,,E-no3,Fno3,E-no3,Fno3,1.3250112108241772,#,_Fno3E-no3Fno3E-no3
16,3,,,,,,,,,,,,,,,,,E-sus4,Fsus4,E-sus4,1.186278124459133,#,_E-sus4Fsus4E-sus4
12,5,,,,,,,,,,,,,,,E-sus4,Fsus4,E-sus4,Fsus4,E-sus4,1.4182958340544896,#,_E-sus4Fsus4E-sus4Fsus4E-sus4
13,4,,,,,,,,,,,,,,,,E7,Amin,Gmin7,C7,1.2389012566026307,#,_C7Gmin7AminE7
16,5,,,,,,,,,,,,,,,Emaj,Amin,Cmaj,Gmaj,Cmaj,1.3244602933016414,##,_CmajGmajCmajAminEmaj
11,11,,,,,,,,,Emaj,Amin,Cmaj,Gmaj,Cmaj,Amin,Emaj,Amin,Cmaj,Gmaj,Cmaj,1.6171895725927152,#####,_CmajGmajCmajAminEmajAminCmajGmajCmajAminEmaj
10,7,,,,,,,,,,,,,Emaj,Amin,Gmaj,Cmaj7,Fmaj,Emaj,Amaj,0.9709505944546686,###,_AmajEmajFmajCmaj7GmajAminEmaj
10,11,,,,,,,,,Emaj,Amin,Gmaj,Fmaj,Emaj,Amin,Gmaj,Cmaj7,Fmaj,Emaj,Amaj,0.9709505944546686,######,_AmajEmajFmajCmaj7GmajAminEmajFmajGmajAminEmaj
10,17,,,Emaj,Amin,Gmaj,G7,Cmaj7,Fmaj,Emaj,Amin,Gmaj,Fmaj,Emaj,Amin,Gmaj,Cmaj7,Fmaj,Emaj,Amaj,0.9709505944546686,#############,_AmajEmajFmajCmaj7GmajAminEmajFmajGmajAminEmajFmajCmaj7G7GmajAminEmaj
10,4,,,,,,,,,,,,,,,,Emaj,Fmaj,Gmaj,Cmaj,1.3609640474436813,#,_CmajGmajFmajEmaj
22,5,,,,,,,,,,,,,,,Emin,Amin,Fmaj,Emin,Amin,0.9567657083663145,#,_AminEminFmajAminEmin
18,8,,,,,,,,,,,,Emin,Amin,Fmaj,Emin,Amin,Fmaj,Emin,Amin,1.0975378398419535,##,_AminEminFmajAminEminFmajAminEmin
14,11,,,,,,,,,Emin,Amin,Fmaj,Emin,Amin,Fmaj,Emin,Amin,Fmaj,Emin,Amin,1.2916919971380596,##,_AminEminFmajAminEminFmajAminEminFmajAminEmin
10,14,,,,,,Emin,Amin,Fmaj,Emin,Amin,Fmaj,Emin,Amin,Fmaj,Emin,Amin,Fmaj,Emin,Amin,0.9219280948873623,##,_AminEminFmajAminEminFmajAminEminFmajAminEminFmajAminEmin
12,7,,,,,,,,,,,,,Emin,Cmaj,Emin,Cmaj,Emin,Cmaj,Emin,0.9182958340544896,#,_EminCmajEminCmajEminCmajEmin
11,6,,,,,,,,,,,,,,Emin,Cmaj,Gmaj,Cmaj,Gmaj,Cmaj,0.9940302114769565,##,_CmajGmajCmajGmajCmajEmin
26,6,,,,,,,,,,,,,,Emin,Dmin,Fmin,Cmaj,Amaj,Dmin,1.1401156785146092,###,_DminAmajCmajFminDminEmin
12,17,,,Emin,Dmin,Fmin,Cmaj,Amaj,Dmin,Cmaj,Dmin,Ddim7,Fdim7,Cmaj,Emin,Dmin,Fmin,Cmaj,Amaj,Dmin,1.4591479170272448,#########,_DminAmajCmajFminDminEminCmajFdim7Ddim7DminCmajDminAmajCmajFminDminEmin
11,4,,,,,,,,,,,,,,,,Emin,Dmin,Gmaj,Cmaj,1.823067982273661,#,_CmajGmajDminEmin
20,5,,,,,,,,,,,,,,,Emin,Fmaj,Gmaj,Fmaj,Gmaj,1.4904685707328282,#,_GmajFmajGmajFmajEmin
27,13,,,,,,,Emin,Fmaj7,Amin7,Emin7,Dmin7,Gsus4,Amin7,Emin,Fmaj7,Amin7,Emin7,Dmin7,Gsus4,0.9182958340544896,##########,_Gsus4Dmin7Emin7Amin7Fmaj7EminAmin7Gsus4Dmin7Emin7Amin7Fmaj7Emin
10,4,,,,,,,,,,,,,,,,Emin,G7,Emin,G7,0.9219280948873623,#,_G7EminG7Emin
12,10,,,,,,,,,,Emin7,A7,Dmin7,Gmaj,G7,Emin7,A7,Fmaj7,Dmin7,Gsus4,1.4591479170272446,######,_Gsus4Dmin7Fmaj7A7Emin7G7GmajDmin7A7Emin7
12,5,,,,,,,,,,,,,,,Emin7,A7,Fmaj7,Dmin7,Gsus4,1.4591479170272446,##,_Gsus4Dmin7Fmaj7A7Emin7
11,5,,,,,,,,,,,,,,,Emin7,Amin7,Cmaj,Dmaj,Gmaj,1.4911148500551858,##,_GmajDmajCmajAmin7Emin7
12,15,,,,,Emin7,Amin7,Dmin7,Gsus4,G7,Emin7,A7,Dmin7,Gmaj,G7,Emin7,A7,Fmaj7,Dmin7,Gsus4,1.4591479170272446,##########,_Gsus4Dmin7Fmaj7A7Emin7G7GmajDmin7A7Emin7G7Gsus4Dmin7Amin7Emin7
10,5,,,,,,,,,,,,,,,Emin7,Cmaj,Amin7,Fmaj7,Emin7,1.295461844238322,##,_Emin7Fmaj7Amin7CmajEmin7
10,4,,,,,,,,,,,,,,,,Emin7,Cmaj7,Bmin7,Amin7,1.0,##,_Amin7Bmin7Cmaj7Emin7
15,9,,,,,,,,,,,Emin7,Dmin7,Amin,Gmaj,Dmin,Emin7,Dmin7,Amin,Gmaj,1.1589385323502772,####,_GmajAminDmin7Emin7DminGmajAminDmin7Emin7
10,14,,,,,,Emin7,Dmin7,Amin,Gmaj,Dmin,Emin7,Dmin7,Amin,Gmaj,Dmin,Emin7,Dmin7,Amin,Gmaj,1.360964047443681,####,_GmajAminDmin7Emin7DminGmajAminDmin7Emin7DminGmajAminDmin7Emin7
13,15,,,,,Emin7,Dmin7,Cmaj7,Fmaj7,Emin7,Dmin7,Cmaj7,Fmaj7,Emin7,Dmin7,Cmaj7,Fmaj7,Emin7,Dmin7,Cmaj7,0.9912642605354289,#########,_Cmaj7Dmin7Emin7Fmaj7Cmaj7Dmin7Emin7Fmaj7Cmaj7Dmin7Emin7Fmaj7Cmaj7Dmin7Emin7
10,19,Emin7,Dmin7,Cmaj7,Fmaj7,Emin7,Dmin7,Cmaj7,Fmaj7,Emin7,Dmin7,Cmaj7,Fmaj7,Emin7,Dmin7,Cmaj7,Fmaj7,Emin7,Dmin7,Cmaj7,1.1567796494470395,###,_Cmaj7Dmin7Emin7Fmaj7Cmaj7Dmin7Emin7Fmaj7Cmaj7Dmin7Emin7Fmaj7Cmaj7Dmin7Emin7Fmaj7Cmaj7Dmin7Emin7
27,10,,,,,,,,,,Emin7,Dmin7,Gsus4,Amin7,Emin,Fmaj7,Amin7,Emin7,Dmin7,Gsus4,0.9182958340544896,######,_Gsus4Dmin7Emin7Amin7Fmaj7EminAmin7Gsus4Dmin7Emin7
18,17,,,Emin7,Dmin7,Gsus4,Amin7,Emin,Fmaj7,Amin7,Emin7,Dmin7,Gsus4,Amin7,Emin,Fmaj7,Amin7,Emin7,Dmin7,Gsus4,1.0,######,_Gsus4Dmin7Emin7Amin7Fmaj7EminAmin7Gsus4Dmin7Emin7Amin7Fmaj7EminAmin7Gsus4Dmin7Emin7
32,8,,,,,,,,,,,,Emin7,Fmaj,Amin,Emin7,Fmaj,Amin,Emin7,Fmaj,1.061278124459133,####,_FmajEmin7AminFmajEmin7AminFmajEmin7
12,6,,,,,,,,,,,,,,Emin7,Fmaj7,Fmaj,Amin7,Emin7,Fmaj7,1.2516291673878228,##,_Fmaj7Emin7Amin7FmajFmaj7Emin7
12,7,,,,,,,,,,,,,Emin7,Gsus4,Ano3,Asus4,Amin7,Emin7,Gsus4,1.0408520829727552,####,_Gsus4Emin7Amin7Asus4Ano3Gsus4Emin7
12,3,,,,,,,,,,,,,,,,,Esus4,Asus4,Amin7,1.0,#,_Amin7Asus4Esus4
52,3,,,,,,,,,,,,,,,,,F#maj,Bmaj,F#maj,1.5852967004606704,#,_F#majBmajF#maj
20,5,,,,,,,,,,,,,,,F#maj,Bmaj,F#maj,Bmaj,F#maj,0.9219280948873623,#,_F#majBmajF#majBmajF#maj
16,10,,,,,,,,,,F#maj,Bmaj,F#maj,Bmaj,F#maj,G#min7,Bmaj,F#maj,Bmaj,F#maj,1.2987949406953985,####,_F#majBmajF#majBmajG#min7F#majBmajF#majBmajF#maj
24,8,,,,,,,,,,,,F#maj,Bmaj,F#maj,G#min7,Bmaj,F#maj,Bmaj,F#maj,1.0408520829727552,####,_F#majBmajF#majBmajG#min7F#majBmajF#maj
16,15,,,,,F#maj,Bmaj,F#maj,G#min7,Bmaj,F#maj,Bmaj,F#maj,Bmaj,F#maj,G#min7,Bmaj,F#maj,Bmaj,F#maj,1.2987949406953985,######,_F#majBmajF#majBmajG#min7F#majBmajF#majBmajF#majBmajG#min7F#majBmajF#maj
24,6,,,,,,,,,,,,,,F#maj,G#min7,Bmaj,F#maj,Bmaj,F#maj,1.0408520829727552,####,_F#majBmajF#majBmajG#min7F#maj
16,13,,,,,,,F#maj,G#min7,Bmaj,F#maj,Bmaj,F#maj,Bmaj,F#maj,G#min7,Bmaj,F#maj,Bmaj,F#maj,1.2987949406953985,######,_F#majBmajF#majBmajG#min7F#majBmajF#majBmajF#majBmajG#min7F#maj
167,4,,,,,,,,,,,,,,,,F7,C7,F7,C7,1.6882450606539676,#,_C7F7C7F7
11,7,,,,,,,,,,,,,F7,C7,F7,C7,G7,C7,F7,1.0957952550009338,#,_F7C7G7C7F7C7F7
53,7,,,,,,,,,,,,,F7,C7,F7,C7,G7,F7,C7,1.2640996060804368,#,_C7F7G7C7F7C7F7
31,12,,,,,,,,F7,C7,F7,C7,G7,F7,C7,F7,C7,G7,F7,C7,1.3785532828283609,####,_C7F7G7C7F7C7F7G7C7F7C7F7
19,17,,,F7,C7,F7,C7,G7,F7,C7,F7,C7,G7,F7,C7,F7,C7,G7,F7,C7,1.1674367232867007,####,_C7F7G7C7F7C7F7G7C7F7C7F7G7C7F7C7F7
80,5,,,,,,,,,,,,,,,F7,C7,G7,F7,C7,1.2500811003714354,#,_C7F7G7C7F7
42,10,,,,,,,,,,F7,C7,G7,F7,C7,F7,C7,G7,F7,C7,1.2290268912868845,##,_C7F7G7C7F7C7F7G7C7F7
27,15,,,,,F7,C7,G7,F7,C7,F7,C7,G7,F7,C7,F7,C7,G7,F7,C7,1.4805774296980352,####,_C7F7G7C7F7C7F7G7C7F7C7F7G7C7F7
42,4,,,,,,,,,,,,,,,,F7,Cmaj,F7,Cmaj,1.8861654950125375,#,_CmajF7CmajF7
22,6,,,,,,,,,,,,,,F7,Cmaj,F7,Cmaj,F7,Cmaj,1.4594316186372973,#,_CmajF7CmajF7CmajF7
14,8,,,,,,,,,,,,F7,Cmaj,F7,Cmaj,F7,Cmaj,F7,Cmaj,1.626688849701832,#,_CmajF7CmajF7CmajF7CmajF7
10,7,,,,,,,,,,,,,F7,Cmaj,F7,Cmaj,G7,F7,Cmaj,0.9219280948873623,##,_CmajF7G7CmajF7CmajF7
10,5,,,,,,,,,,,,,,,F7,Cmaj,Fmaj,B-maj,G7,0.9709505944546686,#,_G7B-majFmajCmajF7
13,8,,,,,,,,,,,,F7,Cmaj,G7,Cmaj,F7,Cmaj,G7,Cmaj,1.198183947911799,###,_CmajG7CmajF7CmajG7CmajF7
21,5,,,,,,,,,,,,,,,F7,Cmaj,G7,F7,Cmaj,2.009503136240296,#,_CmajF7G7CmajF7
17,4,,,,,,,,,,,,,,,,F7,D7,F7,D7,0.9780155566622415,#,_D7F7D7F7
13,6,,,,,,,,,,,,,,F7,D7,F7,D7,F7,D7,1.1401156785146092,#,_D7F7D7F7D7F7
18,8,,,,,,,,,,,,Fdim7,Cmaj,Emin,Dmin,Fmin,Cmaj,Amaj,Dmin,1.224394445405986,#######,_DminAmajCmajFminDminEminCmajFdim7
10,19,Fdim7,Cmaj,Emin,Dmin,Fmin,Cmaj,Amaj,Dmin,Cmaj,Dmin,Ddim7,Fdim7,Cmaj,Emin,Dmin,Fmin,Cmaj,Amaj,Dmin,1.5219280948873621,#########,_DminAmajCmajFminDminEminCmajFdim7Ddim7DminCmajDminAmajCmajFminDminEminCmajFdim7
20,4,,,,,,,,,,,,,,,,Fmaj,Amin,Dmin,Fmaj,1.0,#,_FmajDminAminFmaj
10,12,,,,,,,,Fmaj,Amin,Dmin,Fmaj,B-maj,Fmaj,Cmaj,Fmaj,Amin,Dmin,Fmaj,Cmaj,0.9709505944546686,#######,_CmajFmajDminAminFmajCmajFmajB-majFmajDminAminFmaj
12,5,,,,,,,,,,,,,,,Fmaj,Amin,Emaj,Cmaj,Gmaj,1.0,##,_GmajCmajEmajAminFmaj
45,4,,,,,,,,,,,,,,,,Fmaj,Amin,Emin7,Fmaj,1.1867725606702302,#,_FmajEmin7AminFmaj
32,7,,,,,,,,,,,,,Fmaj,Amin,Emin7,Fmaj,Amin,Emin7,Fmaj,1.061278124459133,##,_FmajEmin7AminFmajEmin7AminFmaj
12,5,,,,,,,,,,,,,,,Fmaj,Amin,Fmaj,Amin,Fmaj,1.896240625180289,#,_FmajAminFmajAminFmaj
10,9,,,,,,,,,,,Fmaj,Amin,Fmaj,Cmaj,Gmaj,Fmaj,Cmaj,Dmin,Gsus4,0.9709505944546686,####,_Gsus4DminCmajFmajGmajCmajFmajAminFmaj
12,4,,,,,,,,,,,,,,,,Fmaj,Amin7,Emin7,Fmaj7,1.2516291673878228,#,_Fmaj7Emin7Amin7Fmaj
12,5,,,,,,,,,,,,,,,Fmaj,B-maj,Cmaj,Fmaj,B-maj,1.384431504340598,#,_B-majFmajCmajB-majFmaj
15,6,,,,,,,,,,,,,,Fmaj,B-maj,E-maj,Fmaj,B-maj,E-maj,1.0389205950315936,##,_E-majB-majFmajE-majB-majFmaj
12,9,,,,,,,,,,,Fmaj,B-maj,E-maj,Fmaj,B-maj,E-maj,Fmaj,B-maj,E-maj,1.207518749639422,##,_E-majB-majFmajE-majB-majFmajE-majB-majFmaj
10,7,,,,,,,,,,,,,Fmaj,B-maj,Fmaj,Cmaj,B-maj,Fmaj,Cmaj,0.9709505944546686,#,_CmajFmajB-majCmajFmajB-majFmaj
10,9,,,,,,,,,,,Fmaj,B-maj,Fmaj,Cmaj,Fmaj,Amin,Dmin,Fmaj,Cmaj,0.9709505944546686,###,_CmajFmajDminAminFmajCmajFmajB-majFmaj
27,7,,,,,,,,,,,,,Fmaj,B-maj,Fmaj,Cmaj,Fmaj,Cmaj,Fmaj,1.1873868015167897,#,_FmajCmajFmajCmajFmajB-majFmaj
48,4,,,,,,,,,,,,,,,,Fmaj,B-maj,G7,Cmaj,1.2041334779037125,#,_CmajG7B-majFmaj
23,8,,,,,,,,,,,,Fmaj,B-maj,G7,Cmaj,Fmaj,B-maj,G7,Cmaj,1.3249692858267146,##,_CmajG7B-majFmajCmajG7B-majFmaj
20,4,,,,,,,,,,,,,,,,Fmaj,B-maj,Gmin,Cmaj,1.295461844238322,#,_CmajGminB-majFmaj
12,8,,,,,,,,,,,,Fmaj,B-maj,Gmin,Cmaj,Fmaj,B-maj,Gmin,Cmaj,1.4591479170272448,###,_CmajGminB-majFmajCmajGminB-majFmaj
10,4,,,,,,,,,,,,,,,,Fmaj,B-maj,Gmin7,Cmaj,0.9709505944546686,#,_CmajGmin7B-majFmaj
37,5,,,,,,,,,,,,,,,Fmaj,C7,Fmaj,C7,Fmaj,0.9826635314930976,#,_FmajC7FmajC7Fmaj
29,7,,,,,,,,,,,,,Fmaj,C7,Fmaj,C7,Fmaj,C7,Fmaj,0.9944663403237344,#,_FmajC7FmajC7FmajC7Fmaj
23,9,,,,,,,,,,,Fmaj,C7,Fmaj,C7,Fmaj,C7,Fmaj,C7,Fmaj,1.1545676820893707,#,_FmajC7FmajC7FmajC7FmajC7Fmaj
17,11,,,,,,,,,Fmaj,C7,Fmaj,C7,Fmaj,C7,Fmaj,C7,Fmaj,C7,Fmaj,1.3784188527203236,#,_FmajC7FmajC7FmajC7FmajC7FmajC7Fmaj
11,13,,,,,,,Fmaj,C7,Fmaj,C7,Fmaj,C7,Fmaj,C7,Fmaj,C7,Fmaj,C7,Fmaj,1.4911148500551858,#,_FmajC7FmajC7FmajC7FmajC7FmajC7FmajC7Fmaj
34,5,,,,,,,,,,,,,,,Fmaj,Cmaj,Amin,Cmaj,Amin,1.2210477851797181,#,_AminCmajAminCmajFmaj
11,7,,,,,,,,,,,,,Fmaj,Cmaj,Amin,Cmaj,Amin,Cmaj,Amin,0.9456603046006402,#,_AminCmajAminCmajAminCmajFmaj
28,5,,,,,,,,,,,,,,,Fmaj,Cmaj,Amin,Gmaj,Fmaj,1.1488348542809168,#,_FmajGmajAminCmajFmaj
36,8,,,,,,,,,,,,Fmaj,Cmaj,Amin7,Fmaj7,G7,Fmaj7,Cmaj,Gmaj,1.188721875540867,####,_GmajCmajFmaj7G7Fmaj7Amin7CmajFmaj
24,16,,,,Fmaj,Cmaj,Amin7,Fmaj7,G7,Fmaj7,Cmaj,Gmaj,Fmaj,Cmaj,Amin7,Fmaj7,G7,Fmaj7,Cmaj,Gmaj,1.4056390622295662,#######,_GmajCmajFmaj7G7Fmaj7Amin7CmajFmajGmajCmajFmaj7G7Fmaj7Amin7CmajFmaj
20,7,,,,,,,,,,,,,Fmaj,Cmaj,B-maj,Cmaj,Fmaj,Cmaj,B-maj,1.2567796494470393,#,_B-majCmajFmajCmajB-majCmajFmaj
13,9,,,,,,,,,,,Fmaj,Cmaj,B-maj,Cmaj,Fmaj,Cmaj,B-maj,Cmaj,Fmaj,0.961236604722876,#,_FmajCmajB-majCmajFmajCmajB-majCmajFmaj
10,5,,,,,,,,,,,,,,,Fmaj,Cmaj,B-maj,Gmaj,Cmaj,1.295461844238322,#,_CmajGmajB-majCmajFmaj
22,10,,,,,,,,,,Fmaj,Cmaj,Cmin,Gmin,Fmaj,Cmaj,Cmin,Gmin,Fmaj,Cmaj,0.9373012413074896,#####,_CmajFmajGminCminCmajFmajGminCminCmajFmaj
17,14,,,,,,Fmaj,Cmaj,Cmin,Gmin,Fmaj,Cmaj,Cmin,Gmin,Fmaj,Cmaj,Cmin,Gmin,Fmaj,Cmaj,1.086312840741288,###,_CmajFmajGminCminCmajFmajGminCminCmajFmajGminCminCmajFmaj
12,18,,Fmaj,Cmaj,Cmin,Gmin,Fmaj,Cmaj,Cmin,Gmin,Fmaj,Cmaj,Cmin,Gmin,Fmaj,Cmaj,Cmin,Gmin,Fmaj,Cmaj,1.280672129520887,###,_CmajFmajGminCminCmajFmajGminCminCmajFmajGminCminCmajFmajGminCminCmajFmaj
13,5,,,,,,,,,,,,,,,Fmaj,Cmaj,Dmaj,Fmaj,Cmaj,1.884313527799799,#,_CmajFmajDmajCmajFmaj
18,9,,,,,,,,,,,Fmaj,Cmaj,Dmin,Cmaj,Dmaj,D,Fmaj,Cmaj,Dmin,1.224394445405986,####,_DminCmajFmajDDmajCmajDminCmajFmaj
12,15,,,,,Fmaj,Cmaj,Dmin,Cmaj,Dmaj,D,Fmaj,Cmaj,Dmin,Cmaj,Dmaj,D,Fmaj,Cmaj,Dmin,0.9182958340544896,#####,_DminCmajFmajDDmajCmajDminCmajFmajDDmajCmajDminCmajFmaj
10,10,,,,,,,,,,Fmaj,Cmaj,Dmin,Cmaj,Dmin,Cmaj,Fmaj,Cmaj,Dmin,Cmaj,1.295461844238322,#####,_CmajDminCmajFmajCmajDminCmajDminCmajFmaj
14,5,,,,,,,,,,,,,,,Fmaj,Cmaj,Dmin,Gmaj,Cmaj,2.41379956460568,#,_CmajGmajDminCmajFmaj
16,5,,,,,,,,,,,,,,,Fmaj,Cmaj,Dmin7,G7,Cmaj,1.4772170014624826,#,_CmajG7Dmin7CmajFmaj
10,13,,,,,,,Fmaj,Cmaj,E-maj,B-maj,Fmaj,Cmaj,E-maj,B-maj,Fmaj,Cmaj,E-maj,B-maj,Fmaj,0.9219280948873623,######,_FmajB-majE-majCmajFmajB-majE-majCmajFmajB-majE-majCmajFmaj
33,6,,,,,,,,,,,,,,Fmaj,Cmaj,E-maj,Fmaj,Cmaj,E-maj,1.0379870687018355,#,_E-majCmajFmajE-majCmajFmaj
16,9,,,,,,,,,,,Fmaj,Cmaj,E-maj,Fmaj,Cmaj,E-maj,Fmaj,Cmaj,E-maj,1.3716407621868583,#,_E-majCmajFmajE-majCmajFmajE-majCmajFmaj
11,12,,,,,,,,Fmaj,Cmaj,E-maj,Fmaj,Cmaj,E-maj,Fmaj,Cmaj,E-maj,Fmaj,Cmaj,E-maj,1.6858157091530304,##,_E-majCmajFmajE-majCmajFmajE-majCmajFmajE-majCmajFmaj
13,4,,,,,,,,,,,,,,,,Fmaj,Cmaj,E7,Fmaj,1.7381493331928664,#,_FmajE7CmajFmaj
10,7,,,,,,,,,,,,,Fmaj,Cmaj,Fmaj,Amin,Dmin,Fmaj,Cmaj,0.9709505944546686,#,_CmajFmajDminAminFmajCmajFmaj
12,6,,,,,,,,,,,,,,Fmaj,Cmaj,Fmaj,Amin,Gmaj,Fmaj,0.9182958340544896,#,_FmajGmajAminFmajCmajFmaj
61,7,,,,,,,,,,,,,Fmaj,Cmaj,Fmaj,B-maj,Fmaj,Cmaj,Fmaj,1.1412418450836315,#,_FmajCmajFmajB-majFmajCmajFmaj
21,9,,,,,,,,,,,Fmaj,Cmaj,Fmaj,B-maj,Fmaj,Cmaj,Fmaj,Cmaj,Fmaj,1.2009102795095283,#,_FmajCmajFmajCmajFmajB-majFmajCmajFmaj
10,14,,,,,,Fmaj,Cmaj,Fmaj,B-maj,Fmaj,Cmaj,Fmaj,Cmaj,Fmaj,B-maj,Fmaj,Cmaj,Fmaj,Cmaj,0.9219280948873623,####,_CmajFmajCmajFmajB-majFmajCmajFmajCmajFmajB-majFmajCmajFmaj
17,11,,,,,,,,,Fmaj,Cmaj,Fmaj,Cmaj,Fmaj,B-maj,Fmaj,Cmaj,Fmaj,Cmaj,Fmaj,0.9366673818775626,###,_FmajCmajFmajCmajFmajB-majFmajCmajFmajCmajFmaj
10,16,,,,Fmaj,Cmaj,Fmaj,Cmaj,Fmaj,B-maj,Fmaj,Cmaj,Fmaj,Cmaj,Fmaj,B-maj,Fmaj,Cmaj,Fmaj,Cmaj,0.9219280948873623,####,_CmajFmajCmajFmajB-majFmajCmajFmajCmajFmajB-majFmajCmajFmajCmajFmaj
10,16,,,,Fmaj,Cmaj,Fmaj,Cmaj,Fmaj,Cmaj,Fmaj,Cmaj,Fmaj,Cmaj,Fmaj,Cmaj,Fmaj,Gmaj,Cmaj,Fmaj,1.8464393446710154,#,_FmajCmajGmajFmajCmajFmajCmajFmajCmajFmajCmajFmajCmajFmajCmajFmaj
11,14,,,,,,Fmaj,Cmaj,Fmaj,Cmaj,Fmaj,Cmaj,Fmaj,Cmaj,Fmaj,Cmaj,Fmaj,Gmaj,Cmaj,Fmaj,1.9362600275315274,#,_FmajCmajGmajFmajCmajFmajCmajFmajCmajFmajCmajFmajCmajFmaj
11,12,,,,,,,,Fmaj,Cmaj,Fmaj,Cmaj,Fmaj,Cmaj,Fmaj,Cmaj,Fmaj,Gmaj,Cmaj,Fmaj,1.9362600275315274,#,_FmajCmajGmajFmajCmajFmajCmajFmajCmajFmajCmajFmaj
28,15,,,,,Fmaj,Cmaj,Fmaj,Cmaj,Fmaj,Cmaj,Gmaj,Fmaj,Gmaj,Fmaj,Cmaj,Fmaj,Cmaj,Fmaj,Cmaj,1.1981174211304033,#####,_CmajFmajCmajFmajCmajFmajGmajFmajGmajCmajFmajCmajFmajCmajFmaj
11,7,,,,,,,,,,,,,Fmaj,Cmaj,Fmaj,Cmaj,G7,Fmaj,Cmaj,1.5726236638951638,#,_CmajFmajG7CmajFmajCmajFmaj
32,8,,,,,,,,,,,,Fmaj,Cmaj,Fmaj,Cmaj,Gmaj,Cmaj,Fmaj,Cmaj,1.1096153217888278,#,_CmajFmajCmajGmajCmajFmajCmajFmaj
46,9,,,,,,,,,,,Fmaj,Cmaj,Fmaj,Cmaj,Gmaj,Fmaj,Cmaj,Fmaj,Cmaj,0.9695498702421687,#,_CmajFmajCmajFmajGmajCmajFmajCmajFmaj
25,12,,,,,,,,Fmaj,Cmaj,Fmaj,Cmaj,Gmaj,Fmaj,Cmaj,Fmaj,Cmaj,Gmaj,Fmaj,Cmaj,0.9161182137782959,#,_CmajFmajGmajCmajFmajCmajFmajGmajCmajFmajCmajFmaj
18,17,,,Fmaj,Cmaj,Fmaj,Cmaj,Gmaj,Fmaj,Cmaj,Fmaj,Cmaj,Gmaj,Fmaj,Cmaj,Fmaj,Cmaj,Gmaj,Fmaj,Cmaj,0.9864267287308424,####,_CmajFmajGmajCmajFmajCmajFmajGmajCmajFmajCmajFmajGmajCmajFmajCmajFmaj
11,10,,,,,,,,,,Fmaj,Cmaj,Fmaj,Cmaj,Gmaj,Fmaj,Cmaj,Gmaj,Fmaj,Cmaj,1.0957952550009338,##,_CmajFmajGmajCmajFmajGmajCmajFmajCmajFmaj
36,13,,,,,,,Fmaj,Cmaj,Fmaj,Cmaj,Gmaj,Fmaj,Gmaj,Fmaj,Cmaj,Fmaj,Cmaj,Fmaj,Cmaj,1.0529407605626349,#####,_CmajFmajCmajFmajCmajFmajGmajFmajGmajCmajFmajCmajFmaj
12,5,,,,,,,,,,,,,,,Fmaj,Cmaj,Fmaj,Fsus4,Fmaj,1.896240625180289,#,_FmajFsus4FmajCmajFmaj
12,9,,,,,,,,,,,Fmaj,Cmaj,Fmaj,Gmaj,Cmaj,Fmaj,Cmaj,Fmaj,Cmaj,0.9798687566511527,#,_CmajFmajCmajFmajCmajGmajFmajCmajFmaj
12,12,,,,,,,,Fmaj,Cmaj,Fmaj,Gmaj,Fmaj,Cmaj,Fmaj,Cmaj,Fmaj,Cmaj,Fmaj,Gmaj,0.9182958340544896,###,_GmajFmajCmajFmajCmajFmajCmajFmajGmajFmajCmajFmaj
66,9,,,,,,,,,,,Fmaj,Cmaj,Fmaj,Gmaj,Fmaj,Cmaj,Fmaj,Gmaj,Fmaj,0.9357532546100595,#,_FmajGmajFmajCmajFmajGmajFmajCmajFmaj
